¹ØÏµ,Èý´ÓÐÖ-Èý´ÓµÜ,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,Ç×¼Ò-Ç×¼Ò,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶×Ó,ÐÖ-ÃÃ,ÐÖ-µÜ,¹«¹«-¶ùÏ±,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Êå-É©,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃÃÃ,ÌÃÐÖ-ÌÃµÜ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÍâÔø×æÄ¸-ÍâÔøËï,ÍâÔø×æ¸¸-ÍâÔøËï,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,·ò-ÆÞ,ÃÃ·ò-ÆÞ½ã,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,½ã-ÃÃ,½ã-µÜ,¹Ã-É©,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã¸¸-Ö¶×Ó,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ±íÐÖ-¹Ã±íÃÃ,ÒÌ±íÐÖ-¹Ã±íµÜ,ÒÌ±í½ã-¹Ã±íÃÃ,ÒÌ±í½ã-¹Ã±íµÜ,ÆÅÆÅ-¶ùÏ±,ÔÀÄ¸-Å®Ðö,ÔÀ¸¸-Å®Ðö,¸ÉÂè-¸ÉÅ®¶ù,¸Éµù-¸É¶ù×Ó,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ,µÜÏ±-²®,×å²®Êå-×åÖ¶,×å½ã-×åÃÃ,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ä¸-Å®,Ä¸-×Ó,¸¸-Å®,¸¸-×Ó,×æÏÈ-ºó´ú,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,¼ÌÐÖ-¼ÌÃÃ,¼ÌÐÖ-¼ÌµÜ,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼Ì½ã-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÅ®Ðö,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,±íÐÖ-±íµÜ,±í½ã-±íÃÃ,±í½ã-±íµÜ,±íÉ©-±íÐ¡Êå,¸ß×æÄ¸-ÐþËï,¸ß×æ¸¸-ÐþËï
¸¸-×Ó,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
×æÏÈ-ºó´ú,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
×æÄ¸-ËïÅ®,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
×æÄ¸-Ëï×Ó,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
×æ¸¸-ËïÅ®,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
×æ¸¸-Ëï×Ó,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¼ÌÐÖ-¼ÌÃÃ,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼ÌÐÖ-¼ÌµÜ,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼Ì½ã-¼ÌÃÃ,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼Ì½ã-¼ÌµÜ,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼ÌÄ¸-¼ÌÅ®,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼ÌÄ¸-¼Ì×Ó,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼Ì¸¸-¼ÌÅ®,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼Ì¸¸-¼Ì×Ó,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼Ì×æÄ¸-¼ÌËïÅ®,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
¼Ì×æÄ¸-¼ÌËï×Ó,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼Ì×æ¸¸-¼ÌËïÅ®,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
¼Ì×æ¸¸-¼ÌËï×Ó,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
¾Ë¹«-ÉûËï,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¾ËÄ¸-ÍâÉû,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¾ËÄ¸-ÍâÉûÅ®,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
¾Ë¸¸-ÍâÉû,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¾Ë¸¸-ÍâÉûÅ®,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¾Ë¸¸-ÉûÅ®Ðö,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¾Ë±íÐÖ-¾Ë±íµÜ,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
¾Ë±í½ã-¾Ë±íÃÃ,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
¾Ë±í½ã-¾Ë±íµÜ,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
±íÐÖ-±íµÜ,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
±í½ã-±íÃÃ,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0
±í½ã-±íµÜ,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1
